round,group_id,sender,receiver,application-id,amount_send,asset_id_send,amount_received,asset_id_received
27410651,6KnZu/vF4P3iZT8BRIzM/tRSyxK42DRavitGWi0eogY=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,111246458,31566704,500044062,0
27410651,GV9EWTi1eKIJmML+bShHzRq7lhIgeRQPmiSDW31SM/U=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,55833625,31566704,251292526,0
27410652,Kg+4jZEsnlSYc/1ceFyG5dgm3NCqjCM/hsVE2wX5Cvg=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,222993251,31566704,411257,31566704
27410652,L7slWR/n+tAi0WrAlPbezKPYf4q+bArpy+At7ZxFQwA=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,178234110,31566704,800512706,0
27410652,5rRH2c3BMINsm8z/q2PoREPjg+K945q9ovfN5v1o9Dk=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,178234110,31566704,799731332,0
27410652,+l93w994rK6XC7Vw2UGXQncUYU/MSC4A+Mu0M+g4HGY=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,55858662,31566704,251266275,0
27410652,26Fph7af74WUDNyiBAMFBuVaXYKmQ431v4JAZIndkHI=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,446186496,31566704,778716,31566704
27410652,579RNUFBTFqRoOZRYO/34lMeQNQBjw+ihPx4aucfoOI=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,UXCJORFWJBXMK46HDXRKRIA5546AWFIW4KSQ6TLCUGIK2M5RQWGS2TMDUQ,777639704,22353480,312769,100422792,0
27410652,HrdNv4mI9Ms0XiWKL9jjHyBppqX74chclIjs39LQQ+E=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,55883700,31566704,251239958,0
27410652,Hgkh+HM8y7q6zWrzB4aEFhe/YZdQ76t3ypizd0Z5pj8=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,111767400,31566704,501099138,0
